ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,implied_volatility,probability_itm,otm_pct,mid_price,fedfunds_rate,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_yield_pct
O:CSCO220520C00053000,2022-04-20,2022-05-20,CSCO,C,53.0,267,1.38,1.9,2.19,1.38,90,1650427200000000000,30,Monthly,0.2515,0.5564,-1.25,1.78,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,1.78,3.33,1.38,2.57,4.08
O:CSCO220520C00054000,2022-04-20,2022-05-20,CSCO,C,54.0,198,1.08,1.41,1.62,1.08,53,1650427200000000000,30,Monthly,0.2539,0.4535,0.61,1.35,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,1.35,2.52,1.08,2.01,3.02
O:CSCO220520C00055000,2022-04-20,2022-05-20,CSCO,C,55.0,6700,0.61,0.9,1.16,0.55,406,1650427200000000000,30,Monthly,0.2358,0.3475,2.48,0.86,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.86,1.59,0.55,1.02,2.16
O:CSCO220520C00055500,2022-04-20,2022-05-20,CSCO,C,55.5,88,0.44,0.78,0.95,0.44,29,1650427200000000000,30,Monthly,0.2433,0.3044,3.41,0.7,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.7,1.29,0.44,0.82,1.77
O:CSCO220520C00056000,2022-04-20,2022-05-20,CSCO,C,56.0,232,0.38,0.61,0.77,0.38,65,1650427200000000000,30,Monthly,0.2377,0.2566,4.34,0.57,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.57,1.07,0.38,0.71,1.43
O:CSCO220520C00056500,2022-04-20,2022-05-20,CSCO,C,56.5,51,0.5,0.56,0.6,0.42,15,1650427200000000000,30,Monthly,0.2518,0.2284,5.27,0.51,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.51,0.95,0.42,0.78,1.12
O:CSCO220520C00057000,2022-04-20,2022-05-20,CSCO,C,57.0,177,0.28,0.38,0.51,0.28,34,1650427200000000000,30,Monthly,0.2347,0.1777,6.2,0.4,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.4,0.74,0.28,0.52,0.95
O:CSCO220520C00057500,2022-04-20,2022-05-20,CSCO,C,57.5,3145,0.19,0.31,0.41,0.19,118,1650427200000000000,30,Monthly,0.2375,0.1486,7.14,0.3,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.3,0.56,0.19,0.35,0.76
O:CSCO220520C00058000,2022-04-20,2022-05-20,CSCO,C,58.0,52,0.21,0.24,0.3,0.21,9,1650427200000000000,30,Monthly,0.2367,0.1203,8.07,0.26,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.26,0.48,0.21,0.39,0.56
O:CSCO220520C00059000,2022-04-20,2022-05-20,CSCO,C,59.0,16,0.1,0.17,0.2,0.1,13,1650427200000000000,30,Monthly,0.2474,0.0859,9.93,0.15,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.15,0.28,0.1,0.19,0.37
O:CSCO220520C00060000,2022-04-20,2022-05-20,CSCO,C,60.0,357,0.07,0.1,0.13,0.06,91,1650427200000000000,30,Monthly,0.247,0.0541,11.79,0.1,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.1,0.18,0.06,0.11,0.24
O:CSCO220520C00061000,2022-04-20,2022-05-20,CSCO,C,61.0,10,0.07,0.08,0.08,0.07,3,1650427200000000000,30,Monthly,0.263,0.0417,13.66,0.08,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.08,0.14,0.07,0.13,0.15
O:CSCO220520C00062500,2022-04-20,2022-05-20,CSCO,C,62.5,18,0.04,0.04,0.05,0.04,9,1650427200000000000,30,Monthly,0.2681,0.0219,16.45,0.04,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.04,0.08,0.04,0.07,0.09
O:CSCO220520C00065000,2022-04-20,2022-05-20,CSCO,C,65.0,22,0.02,0.02,0.03,0.02,8,1650427200000000000,30,Monthly,0.2941,0.0104,21.11,0.02,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.02,0.05,0.02,0.04,0.06
O:CSCO220520C00070000,2022-04-20,2022-05-20,CSCO,C,70.0,1,0.01,0.01,0.01,0.01,1,1650427200000000000,30,Monthly,0.3595,0.0043,30.43,0.01,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.01,0.02,0.01,0.02,0.02
O:CSCO220520C00075000,2022-04-20,2022-05-20,CSCO,C,75.0,2,0.01,0.01,0.01,0.01,1,1650427200000000000,30,Monthly,0.4403,0.0033,39.74,0.01,0.0033,52.22,53.02,53.67,52.15,53.67,42.94,43.0,43.0,NO,0.01,0.02,0.01,0.02,0.02
O:CSCO220520C00046000,2022-04-21,2022-05-20,CSCO,C,46.0,7,7.85,7.85,7.85,7.85,3,1650513600000000000,29,Monthly,0.2297,0.9918,-14.55,7.85,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,7.85,14.58,7.85,14.58,14.58
O:CSCO220520C00046500,2022-04-21,2022-05-20,CSCO,C,46.5,3,6.9,6.9,6.9,6.9,3,1650513600000000000,29,Monthly,,,-13.62,6.9,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,6.9,12.82,6.9,12.82,12.82
O:CSCO220520C00047000,2022-04-21,2022-05-20,CSCO,C,47.0,2,6.6,6.3,6.6,6.3,2,1650513600000000000,29,Monthly,,,-12.69,6.45,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,6.45,11.98,6.3,11.7,12.26
O:CSCO220520C00047500,2022-04-21,2022-05-20,CSCO,C,47.5,34,6.4,5.94,6.46,5.94,4,1650513600000000000,29,Monthly,,,-11.76,6.2,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,6.2,11.52,5.94,11.03,12.0
O:CSCO220520C00048500,2022-04-21,2022-05-20,CSCO,C,48.5,7,5.25,4.9,5.25,4.9,3,1650513600000000000,29,Monthly,,,-9.9,5.08,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,5.08,9.43,4.9,9.1,9.75
O:CSCO220520C00049000,2022-04-21,2022-05-20,CSCO,C,49.0,10,5.09,5.09,5.09,5.09,1,1650513600000000000,29,Monthly,0.286,0.8705,-8.97,5.09,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,5.09,9.46,5.09,9.46,9.46
O:CSCO220520C00049500,2022-04-21,2022-05-20,CSCO,C,49.5,2,4.65,4.7,4.7,4.65,2,1650513600000000000,29,Monthly,0.2972,0.8321,-8.04,4.68,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,4.68,8.68,4.65,8.64,8.73
O:CSCO220520C00050000,2022-04-21,2022-05-20,CSCO,C,50.0,81,4.4,3.75,4.45,3.75,15,1650513600000000000,29,Monthly,0.2442516061054952,0.8511618442214385,-7.11,4.1,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,4.1,7.62,3.75,6.97,8.27
O:CSCO220520C00051000,2022-04-21,2022-05-20,CSCO,C,51.0,1,3.5,3.5,3.5,3.5,1,1650513600000000000,29,Monthly,0.2914,0.7322,-5.26,3.5,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,3.5,6.5,3.5,6.5,6.5
O:CSCO220520C00052000,2022-04-21,2022-05-20,CSCO,C,52.0,10,2.72,2.3,2.72,2.3,7,1650513600000000000,29,Monthly,0.1935,0.7297,-3.4,2.51,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,2.51,4.66,2.3,4.27,5.05
O:CSCO220520C00052500,2022-04-21,2022-05-20,CSCO,C,52.5,215,2.34,2.02,2.49,2.02,43,1650513600000000000,29,Monthly,0.2064,0.6574,-2.47,2.26,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,2.26,4.19,2.02,3.75,4.63
O:CSCO220520C00053000,2022-04-21,2022-05-20,CSCO,C,53.0,80,2.0,1.75,2.27,1.75,31,1650513600000000000,29,Monthly,0.2139,0.5917,-1.54,2.01,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,2.01,3.73,1.75,3.25,4.22
O:CSCO220520C00054000,2022-04-21,2022-05-20,CSCO,C,54.0,215,1.45,1.29,1.68,1.29,57,1650513600000000000,29,Monthly,0.2255,0.4692,0.32,1.48,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,1.48,2.76,1.29,2.4,3.12
O:CSCO220520C00055000,2022-04-21,2022-05-20,CSCO,C,55.0,524,0.97,0.85,1.2,0.85,95,1650513600000000000,29,Monthly,0.2207,0.3547,2.17,1.02,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,1.02,1.9,0.85,1.58,2.23
O:CSCO220520C00055500,2022-04-21,2022-05-20,CSCO,C,55.5,66,0.93,0.75,1.0,0.75,12,1650513600000000000,29,Monthly,0.2323,0.3102,3.1,0.88,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.88,1.63,0.75,1.39,1.86
O:CSCO220520C00056000,2022-04-21,2022-05-20,CSCO,C,56.0,106,0.64,0.65,0.81,0.62,51,1650513600000000000,29,Monthly,0.2407,0.2701,4.03,0.72,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.72,1.33,0.62,1.15,1.5
O:CSCO220520C00056500,2022-04-21,2022-05-20,CSCO,C,56.5,21,0.56,0.48,0.56,0.48,7,1650513600000000000,29,Monthly,0.2311,0.2202,4.96,0.52,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.52,0.97,0.48,0.89,1.04
O:CSCO220520C00057000,2022-04-21,2022-05-20,CSCO,C,57.0,146,0.48,0.38,0.53,0.38,29,1650513600000000000,29,Monthly,0.2312,0.1823,5.89,0.46,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.46,0.85,0.38,0.71,0.98
O:CSCO220520C00057500,2022-04-21,2022-05-20,CSCO,C,57.5,780,0.38,0.31,0.44,0.29,82,1650513600000000000,29,Monthly,0.2345,0.1523,6.82,0.36,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.36,0.68,0.29,0.54,0.82
O:CSCO220520C00058000,2022-04-21,2022-05-20,CSCO,C,58.0,102,0.28,0.28,0.33,0.26,17,1650513600000000000,29,Monthly,0.2458,0.134,7.75,0.3,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.3,0.55,0.26,0.48,0.61
O:CSCO220520C00059000,2022-04-21,2022-05-20,CSCO,C,59.0,69,0.2,0.14,0.21,0.14,12,1650513600000000000,29,Monthly,0.2339,0.0778,9.6,0.18,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.18,0.33,0.14,0.26,0.39
O:CSCO220520C00060000,2022-04-21,2022-05-20,CSCO,C,60.0,251,0.11,0.09,0.13,0.09,55,1650513600000000000,29,Monthly,0.2404,0.0514,11.46,0.11,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.11,0.2,0.09,0.17,0.24
O:CSCO220520C00061000,2022-04-21,2022-05-20,CSCO,C,61.0,7,0.08,0.07,0.08,0.07,3,1650513600000000000,29,Monthly,0.2558,0.0386,13.32,0.08,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.08,0.14,0.07,0.13,0.15
O:CSCO220520C00062500,2022-04-21,2022-05-20,CSCO,C,62.5,34,0.04,0.05,0.05,0.04,11,1650513600000000000,29,Monthly,0.2781,0.0261,16.11,0.04,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.04,0.08,0.04,0.07,0.09
O:CSCO220520C00065000,2022-04-21,2022-05-20,CSCO,C,65.0,11,0.02,0.02,0.02,0.02,2,1650513600000000000,29,Monthly,0.2951,0.0106,20.75,0.02,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.02,0.04,0.02,0.04,0.04
O:CSCO220520C00075000,2022-04-21,2022-05-20,CSCO,C,75.0,6,0.01,0.01,0.01,0.01,1,1650513600000000000,29,Monthly,0.4442,0.0034,39.33,0.01,0.0033,53.34,52.78,53.83,52.73,53.83,42.94,43.0,43.0,NO,0.01,0.02,0.01,0.02,0.02
O:CSCO220520C00042500,2022-04-22,2022-05-20,CSCO,C,42.5,3,9.9,9.33,9.9,9.33,2,1650600000000000000,28,Monthly,,,-19.75,9.62,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,YES,9.62,18.16,9.33,17.62,18.69
O:CSCO220520C00047500,2022-04-22,2022-05-20,CSCO,C,47.5,240,4.97,4.53,5.0,4.53,71,1650600000000000000,28,Monthly,,,-10.31,4.77,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,4.77,9.0,4.53,8.55,9.44
O:CSCO220520C00049000,2022-04-22,2022-05-20,CSCO,C,49.0,2,3.7,3.7,3.7,3.7,2,1650600000000000000,28,Monthly,,,-7.48,3.7,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,3.7,6.99,3.7,6.99,6.99
O:CSCO220520C00050000,2022-04-22,2022-05-20,CSCO,C,50.0,72,3.55,2.82,3.55,2.82,15,1650600000000000000,28,Monthly,0.1965376467287627,0.8494304908630022,-5.59,3.18,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,3.18,6.01,2.82,5.32,6.7
O:CSCO220520C00051000,2022-04-22,2022-05-20,CSCO,C,51.0,20,3.0,2.29,3.0,2.25,16,1650600000000000000,28,Monthly,0.1763,0.7743,-3.7,2.62,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,2.62,4.96,2.25,4.25,5.66
O:CSCO220520C00052000,2022-04-22,2022-05-20,CSCO,C,52.0,81,1.87,1.6,1.87,1.6,33,1650600000000000000,28,Monthly,0.1797,0.636,-1.81,1.74,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,1.74,3.28,1.6,3.02,3.53
O:CSCO220520C00052500,2022-04-22,2022-05-20,CSCO,C,52.5,397,1.71,1.34,1.71,1.34,127,1650600000000000000,28,Monthly,0.1866,0.5588,-0.87,1.52,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,1.52,2.88,1.34,2.53,3.23
O:CSCO220520C00053000,2022-04-22,2022-05-20,CSCO,C,53.0,107,1.58,1.28,1.58,1.25,47,1650600000000000000,28,Monthly,0.221,0.4845,0.08,1.42,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,1.42,2.67,1.25,2.36,2.98
O:CSCO220520C00054000,2022-04-22,2022-05-20,CSCO,C,54.0,48,1.1,0.88,1.1,0.87,15,1650600000000000000,28,Monthly,0.2253,0.3674,1.96,0.98,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.98,1.86,0.87,1.64,2.08
O:CSCO220520C00055000,2022-04-22,2022-05-20,CSCO,C,55.0,651,0.8,0.56,0.8,0.55,92,1650600000000000000,28,Monthly,0.224,0.2624,3.85,0.68,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.68,1.27,0.55,1.04,1.51
O:CSCO220520C00055500,2022-04-22,2022-05-20,CSCO,C,55.5,77,0.53,0.49,0.53,0.48,18,1650600000000000000,28,Monthly,0.2349,0.227,4.8,0.5,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.5,0.95,0.48,0.91,1.0
O:CSCO220520C00056000,2022-04-22,2022-05-20,CSCO,C,56.0,136,0.46,0.35,0.46,0.35,23,1650600000000000000,28,Monthly,0.226,0.1791,5.74,0.4,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.4,0.76,0.35,0.66,0.87
O:CSCO220520C00056500,2022-04-22,2022-05-20,CSCO,C,56.5,93,0.35,0.32,0.35,0.29,25,1650600000000000000,28,Monthly,0.2398,0.1578,6.68,0.32,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.32,0.6,0.29,0.55,0.66
O:CSCO220520C00057000,2022-04-22,2022-05-20,CSCO,C,57.0,221,0.38,0.24,0.38,0.24,18,1650600000000000000,28,Monthly,0.2371,0.1254,7.63,0.31,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.31,0.59,0.24,0.45,0.72
O:CSCO220520C00057500,2022-04-22,2022-05-20,CSCO,C,57.5,126,0.21,0.18,0.22,0.18,33,1650600000000000000,28,Monthly,0.2357,0.0988,8.57,0.2,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.2,0.38,0.18,0.34,0.42
O:CSCO220520C00059000,2022-04-22,2022-05-20,CSCO,C,59.0,1,0.1,0.1,0.1,0.1,1,1650600000000000000,28,Monthly,0.2502,0.056,11.4,0.1,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.1,0.19,0.1,0.19,0.19
O:CSCO220520C00060000,2022-04-22,2022-05-20,CSCO,C,60.0,62,0.07,0.07,0.08,0.06,29,1650600000000000000,28,Monthly,0.2607,0.0391,13.29,0.07,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.07,0.13,0.06,0.11,0.15
O:CSCO220520C00062500,2022-04-22,2022-05-20,CSCO,C,62.5,2,0.03,0.03,0.03,0.03,1,1650600000000000000,28,Monthly,0.2853,0.0165,18.01,0.03,0.0033,52.92,51.36,52.96,51.29,52.96,42.94,43.0,43.0,NO,0.03,0.06,0.03,0.06,0.06
O:CSCO220617C00045000,2022-05-16,2022-06-17,CSCO,C,45.0,47,5.3,4.75,5.3,4.75,9,1652673600000000000,32,Monthly,0.2038,0.9467,-9.38,5.03,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,5.03,10.12,4.75,9.57,10.67
O:CSCO220617C00047500,2022-05-16,2022-06-17,CSCO,C,47.5,14,3.55,3.31,3.55,3.11,4,1652673600000000000,32,Monthly,0.3538,0.6475,-4.35,3.33,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,3.33,6.71,3.11,6.26,7.15
O:CSCO220617C00050000,2022-05-16,2022-06-17,CSCO,C,50.0,157,1.91,1.6,1.91,1.58,48,1652673600000000000,32,Monthly,0.2973,0.4547,0.68,1.74,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,1.74,3.51,1.58,3.18,3.85
O:CSCO220617C00052500,2022-05-16,2022-06-17,CSCO,C,52.5,309,0.86,0.68,0.86,0.68,28,1652673600000000000,32,Monthly,0.2875,0.2458,5.72,0.77,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,0.77,1.55,0.68,1.37,1.73
O:CSCO220617C00055000,2022-05-16,2022-06-17,CSCO,C,55.0,209,0.34,0.25,0.34,0.25,47,1652673600000000000,32,Monthly,0.2863,0.1076,10.75,0.3,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,0.3,0.59,0.25,0.5,0.68
O:CSCO220617C00057500,2022-05-16,2022-06-17,CSCO,C,57.5,39,0.11,0.1,0.12,0.1,13,1652673600000000000,32,Monthly,0.3002,0.0459,15.79,0.11,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,0.11,0.22,0.1,0.2,0.24
O:CSCO220617C00060000,2022-05-16,2022-06-17,CSCO,C,60.0,168,0.05,0.06,0.06,0.05,14,1652673600000000000,32,Monthly,0.3352,0.0257,20.82,0.06,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,0.06,0.11,0.05,0.1,0.12
O:CSCO220617C00062500,2022-05-16,2022-06-17,CSCO,C,62.5,3,0.04,0.04,0.04,0.04,2,1652673600000000000,32,Monthly,0.3697,0.0158,25.86,0.04,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,0.04,0.08,0.04,0.08,0.08
O:CSCO220617C00065000,2022-05-16,2022-06-17,CSCO,C,65.0,77,0.03,0.03,0.03,0.03,14,1652673600000000000,32,Monthly,0.4055,0.0108,30.89,0.03,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,0.03,0.06,0.03,0.06,0.06
O:CSCO220617C00070000,2022-05-16,2022-06-17,CSCO,C,70.0,2,0.02,0.02,0.02,0.02,2,1652673600000000000,32,Monthly,0.4745,0.0061,40.96,0.02,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,0.02,0.04,0.02,0.04,0.04
O:CSCO220617C00075000,2022-05-16,2022-06-17,CSCO,C,75.0,3,0.05,0.05,0.05,0.05,2,1652673600000000000,32,Monthly,0.6228,0.0101,51.03,0.05,0.0077,49.66,49.0,49.66,48.88,49.66,43.39,44.0,44.0,NO,0.05,0.1,0.05,0.1,0.1
O:CSCO220617C00030000,2022-05-17,2022-06-17,CSCO,C,30.0,1,20.6,20.6,20.6,20.6,1,1652760000000000000,31,Monthly,0.0002,1.0,-40.85,20.6,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,YES,20.6,40.62,20.6,40.62,40.62
O:CSCO220617C00032500,2022-05-17,2022-06-17,CSCO,C,32.5,2,18.2,18.2,18.2,18.2,2,1652760000000000000,31,Monthly,0.0002,1.0,-35.92,18.2,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,YES,18.2,35.88,18.2,35.88,35.88
O:CSCO220617C00040000,2022-05-17,2022-06-17,CSCO,C,40.0,1,10.05,10.05,10.05,10.05,1,1652760000000000000,31,Monthly,,,-21.14,10.05,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,YES,10.05,19.81,10.05,19.81,19.81
O:CSCO220617C00045000,2022-05-17,2022-06-17,CSCO,C,45.0,1,6.12,6.12,6.12,6.12,1,1652760000000000000,31,Monthly,0.3794,0.8492,-11.28,6.12,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,6.12,12.07,6.12,12.07,12.07
O:CSCO220617C00047500,2022-05-17,2022-06-17,CSCO,C,47.5,38,3.45,4.06,4.1,3.33,27,1652760000000000000,31,Monthly,0.3567,0.7208,-6.35,3.72,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,3.72,7.32,3.33,6.57,8.08
O:CSCO220617C00050000,2022-05-17,2022-06-17,CSCO,C,50.0,342,1.85,2.34,2.38,1.7,96,1652760000000000000,31,Monthly,0.3317,0.5424,-1.42,2.04,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,2.04,4.02,1.7,3.35,4.69
O:CSCO220617C00052500,2022-05-17,2022-06-17,CSCO,C,52.5,1148,0.85,1.11,1.14,0.85,188,1652760000000000000,31,Monthly,0.3091,0.337,3.51,1.0,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,1.0,1.96,0.85,1.68,2.25
O:CSCO220617C00055000,2022-05-17,2022-06-17,CSCO,C,55.0,1137,0.27,0.43,0.43,0.27,145,1652760000000000000,31,Monthly,0.2957,0.1646,8.44,0.35,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,0.35,0.69,0.27,0.53,0.85
O:CSCO220617C00057500,2022-05-17,2022-06-17,CSCO,C,57.5,127,0.08,0.13,0.15,0.08,16,1652760000000000000,31,Monthly,0.2847,0.0611,13.37,0.11,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,0.11,0.23,0.08,0.16,0.3
O:CSCO220617C00060000,2022-05-17,2022-06-17,CSCO,C,60.0,457,0.06,0.07,0.07,0.05,59,1652760000000000000,31,Monthly,0.3165,0.0314,18.3,0.06,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,0.06,0.12,0.05,0.1,0.14
O:CSCO220617C00062500,2022-05-17,2022-06-17,CSCO,C,62.5,9,0.03,0.04,0.04,0.03,2,1652760000000000000,31,Monthly,0.3455,0.0171,23.23,0.04,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,0.04,0.07,0.03,0.06,0.08
O:CSCO220617C00065000,2022-05-17,2022-06-17,CSCO,C,65.0,7,0.03,0.03,0.03,0.03,3,1652760000000000000,31,Monthly,0.3833,0.0116,28.15,0.03,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,0.03,0.06,0.03,0.06,0.06
O:CSCO220617C00070000,2022-05-17,2022-06-17,CSCO,C,70.0,20,0.02,0.01,0.02,0.01,3,1652760000000000000,31,Monthly,0.421,0.0037,38.01,0.02,0.0077,49.68,50.6,50.72,49.51,50.72,43.39,44.0,44.0,NO,0.02,0.03,0.01,0.02,0.04
O:CSCO220617C00030000,2022-05-18,2022-06-17,CSCO,C,30.0,1,19.31,19.31,19.31,19.31,1,1652846400000000000,30,Monthly,,,-40.56,19.31,0.0077,50.47,48.36,50.47,48.21,50.47,43.39,44.0,44.0,YES,19.31,38.26,19.31,38.26,38.26
O:CSCO220617C00037500,2022-05-18,2022-06-17,CSCO,C,37.5,1,11.2,11.2,11.2,11.2,1,1652846400000000000,30,Monthly,,,-25.7,11.2,0.0077,50.47,48.36,50.47,48.21,50.47,43.39,44.0,44.0,YES,11.2,22.19,11.2,22.19,22.19
O:CSCO220617C00040000,2022-05-18,2022-06-17,CSCO,C,40.0,10,10.35,8.8,10.35,8.75,5,1652846400000000000,30,Monthly,,,-20.74,9.55,0.0077,50.47,48.36,50.47,48.21,50.47,43.39,44.0,44.0,YES,9.55,18.92,8.75,17.34,20.51
O:CSCO220617C00042500,2022-05-18,2022-06-17,CSCO,C,42.5,14,7.1,6.54,7.1,6.45,4,1652846400000000000,30,Monthly,,,-15.79,6.78,0.0077,50.47,48.36,50.47,48.21,50.47,43.39,44.0,44.0,YES,6.78,13.42,6.45,12.78,14.07
O:CSCO220617C00045000,2022-05-18,2022-06-17,CSCO,C,45.0,197,5.75,4.5,5.75,4.5,31,1652846400000000000,30,Monthly,,,-10.84,5.12,0.0077,50.47,48.36,50.47,48.21,50.47,43.39,44.0,44.0,NO,5.12,10.15,4.5,8.92,11.39
O:CSCO220617C00047500,2022-05-18,2022-06-17,CSCO,C,47.5,2279,3.62,2.88,3.62,2.71,116,1652846400000000000,30,Monthly,0.1851815754312685,0.8702906384248597,-5.88,3.16,0.0077,50.47,48.36,50.47,48.21,50.47,43.39,44.0,44.0,NO,3.16,6.27,2.71,5.37,7.17
O:CSCO220617C00050000,2022-05-18,2022-06-17,CSCO,C,50.0,2985,2.23,1.56,2.33,1.43,519,1652846400000000000,30,Monthly,0.2253,0.5487,-0.93,1.88,0.0077,50.47,48.36,50.47,48.21,50.47,43.39,44.0,44.0,NO,1.88,3.72,1.43,2.83,4.62
